"","frequency","nperiods","seasonal_period","trend","spike","linearity","curvature","e_acf1","e_acf10","entropy","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","length","user_time","system_time","elapsed_time","user_time.1","system_time.1","elapsed_time.1"
"1",1,0,1,0.99038323334433,1.53575909069164e-07,5.17403033541172,-0.944053606139227,0.474917782335017,0.678298883969606,0.375164491035296,0.936137382661255,3.22851348096703,0.3999388463088,0.287078371273163,-0.182049086674417,0.223168674646456,31,0.0165157318115234,0.0165157318115234,0.0165157318115234,0,0,0
"2",1,0,1,0.745595573687746,0.000191983440754172,-2.79762990078527,2.13419228040413,0.274868450936217,0.458079477213792,0.801061409864316,0.708484006886378,0.820848200670739,0.12753274078595,0.222142914532157,-0.318589470717686,0.3716311206619,31,0.0154678821563721,0.0154678821563721,0.0154678821563721,0,0,0
"3",1,0,1,0.999371145386146,1.03809439759406e-09,5.49737545663533,-0.0197265250599554,0.200355336523759,0.449133244414246,0.305503671319979,0.896648791313072,2.97342566308231,-0.178147441141715,0.372771756186713,-0.628063650869485,1.00110958772011,31,0.0154116153717041,0.0154116153717041,0.0154116153717041,0,0,0
"4",1,0,1,0.999104285611525,5.48467738424022e-09,5.51467164726808,-0.124002091790994,-0.188815545286302,0.326044950445752,0.308794842810747,0.890424622317074,2.88525731692529,-0.458917962676734,0.603425367704261,-0.77588250374328,1.24511943884505,31,0.0132801532745361,0.0132801532745361,0.0132801532745361,0,0,0
"5",1,0,1,0.994152640436113,1.0001369470904e-07,5.42162417448649,0.720424736162007,0.159215681993704,0.402534100653365,0.3435267498178,0.868522284081075,2.44513905891846,0.0249426637579013,0.162374583927627,-0.549218613301881,0.617901216619156,31,0.0121119022369385,0.0121119022369385,0.0121119022369385,0,0,0
"6",1,0,1,0.96421119904894,2.68318002806333e-05,4.07832743181045,0.734459372116384,0.0282404698632205,0.141200229950846,0.529446402737756,0.710735059524484,1.33175874387677,0.225058921902396,0.0831308506981022,0.129665800364218,0.0973400564053867,19,0.0119433403015137,0.0119433403015137,0.0119433403015137,0,0,0
"7",1,0,1,0.864535654862352,0.000626427182897659,3.49690045007032,1.02006605766204,-0.0468524876727304,0.0851677028947816,0.677936289337663,0.536690508403253,0.725335722299239,0.171373166084488,0.0448374576894097,0.132138490138038,0.0741840419136156,19,0,0,0,0.0490117073059082,0.0490117073059082,0.0490117073059082
"8",1,0,1,0.916329962556246,2.27801439482097e-05,3.22651959648323,-2.31023537347451,0.173947434477825,0.505563030852024,0.56182674253528,0.70463974955825,0.856971987470611,0.247120447605428,0.329927785799294,-0.18825650711755,0.407394018830205,19,0.0118081569671631,0.0118081569671631,0.0118081569671631,0,0,0
"9",1,0,1,0.965568336817397,1.4530452828245e-05,4.12125230905527,0.394184786510904,0.129345632857609,0.413756296122751,0.487589182512473,0.745314100030536,1.53955237301315,0.173189600487975,0.266428752564696,-0.0829837515013714,0.325427147150149,19,0.0117228031158447,0.0117228031158447,0.0117228031158447,0,0,0
"10",1,0,1,0.730573901384855,0.00188509694260718,3.2801887701053,-0.195219270537465,0.0140260208433479,0.177330411670498,0.850807268966138,0.412678923495748,0.381047648813767,0.193518915278546,0.143603423541451,0.224718357012487,0.161105688700223,19,0.011669397354126,0.011669397354126,0.011669397354126,0,0,0
"11",1,0,1,0.951156656029504,6.00447592761638e-05,4.02859107271265,0.146325058473632,-0.0647674495953621,0.169296565534409,0.502899223548836,0.703405309735819,1.29673950437493,0.0616698089081806,0.109884472245747,-0.00335451284218526,0.188054703537674,19,0.0117623805999756,0.0117623805999756,0.0117623805999756,0,0,0
"12",1,0,1,0.989045352048411,1.14760474783449e-06,4.21289088627897,0.450959709372628,0.169201749461967,0.465182153787807,0.635243714347154,0.793221862467802,1.71026536783818,0.21550824283972,0.236476361062825,-0.155713436124938,0.407797988921186,19,0,0,0,0.0117988586425781,0.0117988586425781,0.0117988586425781
"13",1,0,1,0.973319871351933,7.70004836497898e-06,4.15337007035412,0.161917672846252,-0.0340242871553911,0.416708796955806,0.646612186441335,0.870921513938231,1.92417011027349,-0.0163144737782057,0.274198302305056,0.040325019812963,0.178106105985173,19,0.0118575096130371,0.0118575096130371,0.0118575096130371,0,0,0
"14",1,0,1,0.985750513491955,1.06289954969335e-06,4.14818434883338,-0.353594076169289,0.314001524140721,0.740228297187072,0.586296240559518,0.870003882670428,2.0061004900621,0.269314407815341,0.54396518447505,0.0377950572856467,0.525144458790952,19,0.0117723941802979,0.0117723941802979,0.0117723941802979,0,0,0
"15",1,0,1,0.983302189468919,2.33287336886168e-06,4.10714953792145,-0.0777555714461914,0.401835548143129,0.762656935007144,0.713703288538041,0.858672646934102,1.95391231137548,0.153261436745433,0.345527902039968,-0.264731833438595,0.38771639536635,19,0,0,0,0.0117859840393066,0.0117859840393066,0.0117859840393066
"16",1,0,1,0.949928370359359,7.08056209581724e-05,4.11475552609362,-0.121374515837766,-0.198668689533068,0.114435120599369,0.181582650241272,0.880055507991824,2.12303300958704,-0.0465018322436006,0.0560867376387342,-0.0286743645762865,0.0417400885163297,19,0.0117177963256836,0.0117177963256836,0.0117177963256836,0,0,0
"17",1,0,1,0.98819720361687,1.23705885157191e-06,4.16831555390622,-0.12942459815654,0.268600413343357,0.26895379413533,0.684299088179682,0.881987549301709,2.19625137100147,0.263158961163522,0.284720420478159,0.0661200090161111,0.332640740833197,19,0.0117151737213135,0.0117151737213135,0.0117151737213135,0,0,0
