"","frequency","nperiods","seasonal_period","trend","spike","linearity","curvature","e_acf1","e_acf10","seasonal_strength","peak","trough","entropy","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","seas_acf1","length","user_time","system_time","elapsed_time","user_time.1","system_time.1","elapsed_time.1"
"1",4,1,4,0.949201479682011,1.44027170475068e-05,-3.80173929045196,-1.3040882407132,-0.482944033352643,0.435488248615678,0.347859945922826,2,1,0.529912116186085,0.842307445252277,2.49048743020513,-0.514035158689406,0.94845768672295,-0.789694302682327,1.79470565636631,0.561898752496078,25,0.0183670520782471,0.0183670520782471,0.0183670520782471,0,0,0
"2",4,1,4,0.933245603329226,2.02461495907188e-05,-3.52801623096414,-1.57409595468749,-0.32774706560768,0.31439395734131,0.137324892754232,4,1,0.364170289316892,0.857106571066523,2.44008925067775,-0.291751378621125,0.242721007944621,-0.666926051452813,0.709541163170164,0.537884753215262,25,0.0214917659759521,0.0214917659759521,0.0214917659759521,0,0,0
"3",4,1,4,0.975368894443825,3.17315327117509e-06,-4.20210477697019,-1.31020584422516,-0.330037718960074,0.248680925668105,0.168948764595109,2,1,0.249850809836611,0.896148961608903,2.73369590496199,-0.247142236464289,0.287382195196167,-0.715228907523748,0.890925154226397,0.60509586307559,25,0.0173988342285156,0.0173988342285156,0.0173988342285156,0,0,0
"4",4,1,4,0.959750350882126,7.17801725438869e-06,-4.16336239834831,-0.708787418192558,-0.278747674611278,0.483191017894006,0.116447212638028,4,1,0.480928690128414,0.892065374919487,2.7267052989924,-0.204623985679364,0.260098487222692,-0.604872662030853,0.690656224330261,0.622723008703008,25,0.0174357891082764,0.0174357891082764,0.0174357891082764,0,0,0
"5",4,1,4,0.977047258698885,1.68298999959507e-07,-5.66660668682036,0.600907495986979,-0.537977935356131,0.574883569669826,0.958222298419906,3,1,0.54094349107654,0.599660303158295,2.06846187620987,-0.143661073601344,2.4828596305796,-0.291152128766127,1.95550694049029,0.798163510779115,59,0.0177154541015625,0.0177154541015625,0.0177154541015625,0,0,0
"6",4,1,4,0.988402403516758,1.09381539643471e-07,4.9605069243783,-1.0952882854329,-0.113194117818739,0.383121451032452,0.684755820013748,4,1,0.560863803724138,0.888706077012199,2.85688265417681,-0.0749423326023889,0.76507977236185,-0.592349999374412,2.32895730655047,0.63509113610835,59,0.0175530910491943,0.0175530910491943,0.0175530910491943,0,0,0
"7",4,1,4,0.959392597473175,7.63846962667239e-07,-3.99336410931687,-1.16734928062484,-0.397862734440328,0.324846424477681,0.346819953913981,4,1,0.608141230530535,0.883524827386564,2.96009001559104,-0.264796279385336,0.321380894077953,-0.674603775067315,1.03704399036536,0.651522228961943,59,0,0,0,0.0178580284118652,0.0178580284118652,0.0178580284118652
"8",4,1,4,0.970773364148745,4.52615876564597e-07,-2.45028659843873,2.19256103022078,-0.281216208663384,0.210618777492464,0.801004762682455,3,1,0.58414323564402,0.784777681812928,1.6935316877286,-0.0764479944338153,1.13335944568598,-0.420166272033072,1.42320048648609,0.480403811328891,59,0.0175645351409912,0.0175645351409912,0.0175645351409912,0,0,0
"9",4,1,4,0.992997496898993,2.25570349405736e-08,-6.8959848253261,0.304446741001677,-0.354894321600887,0.886499760771193,0.422581511623886,4,1,0.373480880581385,0.955729594247014,5.21371503436149,-0.177707049490718,0.432490888666182,-0.641464886483848,1.3944077340178,0.806026975754411,59,0.0177912712097168,0.0177912712097168,0.0177912712097168,0,0,0
"10",4,1,4,0.985852004549437,9.30668839962129e-08,3.82300522243215,-5.05086101844343,-0.169296692972453,0.188962907505272,0.490230938520186,4,1,0.485730818052493,0.91407997097587,3.87460192852705,-0.147025207867286,0.548215724190328,-0.609273013536515,1.59835377772357,0.714739355171977,59,0.0179600715637207,0.0179600715637207,0.0179600715637207,0,0,0
