"","frequency","nperiods","seasonal_period","trend","spike","linearity","curvature","e_acf1","e_acf10","seasonal_strength","peak","trough","entropy","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","seas_acf1","length","user_time","system_time","elapsed_time","user_time.1","system_time.1","elapsed_time.1"
"1",24,1,24,0.851222334396293,4.04150733468555e-09,5.35069830091109,-3.43588538608074,0.895771067321521,2.15002421808261,0.976608383512237,8,22,0.28172509566443,0.966202885674782,3.39675442292445,0.887910677741107,3.04507010177317,0.0981361444679396,0.191405285371728,0.894463653216537,700,0.0240375995635986,0.0240375995635986,0.0240375995635986,0,0,0
"2",24,1,24,0.9194921544933,2.44942165182448e-09,8.28095907498139,-1.14695272982614,0.914169078525888,2.55414125990037,0.972838345333801,11,22,0.284260420021425,0.970592703309963,3.19637362016391,0.889021541133744,3.16596404747752,0.0832332293922674,0.194553509765815,0.91558781726324,700,0.0233767032623291,0.0233767032623291,0.0233767032623291,0,0,0
"3",24,1,24,0.907955868770982,3.24123369731701e-09,-9.00280407402083,1.65826414804757,0.908627017933302,2.44090296284535,0.965629203052107,12,24,0.386478187154906,0.965916019528106,3.0375099544634,0.861801927338451,2.63419351304111,0.0520344431273085,0.127624591801529,0.872026187174238,700,0.0233485698699951,0.0233485698699951,0.0233485698699951,0,0,0
"4",24,1,24,0.871269157643664,2.01070224495757e-09,0.767754330629375,2.70120248375823,0.918782724462686,2.04065778131266,0.983043624900114,13,24,0.23380783509021,0.964440909221929,3.47842381934039,0.930144007645011,3.48743556255669,0.448399016138571,0.708788354421853,0.904810895847076,700,0.023486852645874,0.023486852645874,0.023486852645874,0,0,0
"5",24,1,24,0.880139296162188,3.84457576352179e-09,-0.0186239023509095,5.95209451143382,0.941216969464713,2.95187020097166,0.963413885696109,13,24,0.29623675479403,0.961071813908244,3.04852967883623,0.925300100796789,3.14015633475018,0.451281877723383,0.656002373589052,0.839358144841595,700,0.0234653949737549,0.0234653949737549,0.0234653949737549,0,0,0
"6",24,1,24,0.855146320209858,3.05117886627149e-09,-2.81438085845886,2.64210620630208,0.896414704497903,2.38810617072371,0.974281368569265,1,11,0.34828802780878,0.960936889364786,3.1033017916251,0.863931339488785,2.38085920493551,0.181783505676641,0.206993434361093,0.880444509294889,700,0.0662879943847656,0.0662879943847656,0.0662879943847656,0,0,0
"7",24,1,24,0.867166247563126,3.48672862649339e-09,1.73438045505687,5.00995556671255,0.929570153391097,2.45339283982492,0.967371724818024,13,24,0.246076442966604,0.960545160830467,3.14610634980278,0.905690541674615,2.98986543394223,0.348292158436448,0.374004363529008,0.840230636298515,700,0,0,0,0.0254323482513428,0.0254323482513428,0.0254323482513428
"8",24,1,24,0.917673434192785,9.18825911743435e-10,4.45664523120837,-3.72905795078216,0.910247263286482,2.21661954383146,0.984876563487607,9,21,0.206401275846872,0.968772772855682,3.35778260554097,0.921376665096491,3.43810652135669,0.349530569769738,0.534979814979317,0.912210077482939,700,0.0439584255218506,0.0439584255218506,0.0439584255218506,0,0,0
"9",24,1,24,0.949206163837392,1.1015540159882e-09,9.34748204602105,-0.223579798616542,0.937549247929614,2.65945854251105,0.980579683728913,10,22,0.368306656140569,0.972640977525136,3.22527848408607,0.932927795635869,3.58289882528301,0.429291027489332,0.839617655410398,0.900929512319208,700,0.021906852722168,0.021906852722168,0.021906852722168,0,0,0
"10",24,1,24,0.857688649396352,1.28087617163083e-07,-10.2327946056007,1.00691422981821,0.328069998692982,0.194437590358153,0.944339640659376,12,24,0.370331093421922,0.935151379856441,2.85720085352055,0.181540550444437,0.42299914862101,-0.557065995042586,0.331021014985497,0.869953573923368,700,0.0219235420227051,0.0219235420227051,0.0219235420227051,0,0,0
"11",24,1,24,0.798309532477845,8.8679432683378e-09,1.80561728635197,5.11131594277062,0.920160607148587,2.53237086205284,0.943081310597147,8,21,0.448030615820712,0.962059805542137,3.10093506357412,0.877177157332796,2.6793780967207,0.230996145703099,0.204307905290489,0.82022800797147,700,0.0225017070770264,0.0225017070770264,0.0225017070770264,0,0,0
"12",24,1,24,0.899661086905073,1.50151063146743e-09,2.68676842927687,-2.83748800233872,0.912196150654838,2.13641917951357,0.982649586215543,9,21,0.242049813155708,0.967983771228002,3.36734176996419,0.926419504850961,3.41888241715955,0.43794177234326,0.663725926785757,0.903484367269967,700,0,0,0,0.0351064205169678,0.0351064205169678,0.0351064205169678
"13",24,1,24,0.71929653023949,1.18996387094582e-07,5.48286844276442,-3.94735116078953,0.664664520374354,1.05877891254037,0.920445286082303,9,21,0.366664604590175,0.944848118659035,3.02018566619322,0.364038924818681,0.79373474522849,-0.53066113139533,0.551247274756469,0.7966269300321,700,0.0217156410217285,0.0217156410217285,0.0217156410217285,0,0,0
"14",24,1,24,0.952840014267972,9.97898737608869e-10,-10.7819267506118,1.67090512259885,0.7802938665607,1.71737311990787,0.978930299688927,12,24,0.370098848551097,0.967554878569278,3.1075075510438,0.785770646151158,2.46619202596201,-0.291774092545017,0.160963996419329,0.892396964424822,700,0.0225229263305664,0.0225229263305664,0.0225229263305664,0,0,0
"15",24,1,24,0.897758426601992,1.75787324986773e-09,5.38951847287369,-3.63638239908781,0.921454052332245,2.13185968770675,0.976184038705815,9,21,0.210845327294091,0.969607601571846,3.29101712244555,0.922430989453398,3.35340474933349,0.426346122800239,0.528286943957875,0.891667040469214,700,0,0,0,0.0237987041473389,0.0237987041473389,0.0237987041473389
"16",24,1,24,0.738157717892678,1.49603368572194e-08,3.30883575395169,1.36559964942534,0.724102135482362,1.33504933886473,0.969894249535763,11,23,0.343393280786683,0.957657862714516,3.5107405218333,0.677029520965963,2.09213045105196,-0.387579819682139,0.179577386038978,0.895179974110361,700,0.0237855911254883,0.0237855911254883,0.0237855911254883,0,0,0
"17",24,1,24,0.940096747157344,2.10588870016279e-10,7.33134259682751,-1.50939410881,0.912197690182171,2.02209312708007,0.993283192585414,10,22,0.125676190147191,0.967351739391872,3.51466231222882,0.93351787203573,3.60461708555375,0.470000293816158,0.939426793168138,0.942503297753551,700,0.0241019725799561,0.0241019725799561,0.0241019725799561,0,0,0
"18",24,1,24,0.811980240217966,3.49619724472645e-09,-1.06571697178177,-0.881929316627851,0.663787474401472,1.30481638223124,0.98656268762695,8,21,0.448421452899242,0.960285294465046,3.59135513634272,0.791012157955717,2.65914595503453,-0.341510850913996,0.217915444409258,0.928576624616777,700,0.0239367485046387,0.0239367485046387,0.0239367485046387,0,0,0
"19",24,1,24,0.768445522442692,2.23529141065759e-09,-0.801681234489612,-1.32171999576333,0.862157776390426,1.76656951326013,0.982245633194869,8,21,0.458117116202524,0.961624404150352,3.58056727108754,0.886585614058294,2.94022099367014,0.167088068819719,0.167996760332697,0.912372595758702,700,0.0239236354827881,0.0239236354827881,0.0239236354827881,0,0,0
"20",24,1,24,0.735694072777792,2.8818058621242e-09,-1.03631193124239,-0.774558089411501,0.903690008114447,1.89630042979099,0.978212974999645,8,21,0.439168780979943,0.962734968974771,3.59388913885199,0.926148099658775,3.18359885817367,0.540965280857525,0.636574243233114,0.906902112325019,700,0.0238711833953857,0.0238711833953857,0.0238711833953857,0,0,0
"21",24,1,24,0.752966672358662,3.68523251796823e-08,-1.33858303403411,-0.748564659244831,0.374681302228874,0.672200710257971,0.976950861300557,8,21,0.493236970118814,0.950928299306125,3.46407179989696,0.50574376507758,1.54022993814373,-0.593097363761525,0.428334919211822,0.91874881119377,700,0.0239794254302979,0.0239794254302979,0.0239794254302979,0,0,0
